time,open,high,low,close
1636063200,98.315,98.315,98.315,98.315
1636326000,98.29,98.29,98.29,98.29
1636412400,98.385,98.385,98.385,98.385
1636498800,98.295,98.295,98.295,98.295
1636585200,98.265,98.265,98.265,98.265
1636671600,98.25,98.25,98.25,98.25
1636930800,98.205,98.205,98.205,98.205
1637017200,98.17,98.17,98.17,98.17
1637103600,98.195,98.195,98.195,98.195
1637190000,98.225,98.225,98.225,98.225
1637276400,98.295,98.295,98.295,98.295
1637535600,98.19,98.19,98.19,98.19
1637622000,98.125,98.125,98.125,98.125
1637708400,98.165,98.165,98.165,98.165
1637794800,98.34,98.34,98.34,98.34
1638140400,98.25,98.25,98.25,98.25
1638226800,98.37,98.37,98.37,98.37
1638313200,98.45,98.45,98.45,98.45
1638399600,98.46,98.46,98.46,98.46
1638486000,98.6,98.6,98.6,98.6
1638745200,98.45,98.45,98.45,98.45
1638831600,98.41,98.41,98.41,98.41
1638918000,98.39,98.39,98.39,98.39
1639004400,98.43,98.43,98.43,98.43
1639090800,98.405,98.405,98.405,98.405
1639350000,98.47,98.47,98.47,98.47
1639436400,98.465,98.465,98.465,98.465
1639522800,98.47,98.47,98.47,98.47
1639609200,98.51,98.51,98.51,98.51
1639695600,98.545,98.545,98.545,98.545
1639954800,98.485,98.485,98.485,98.485
1640041200,98.395,98.395,98.395,98.395
1640127600,98.425,98.425,98.425,98.425
1640214000,98.4,98.4,98.4,98.4
1640559600,98.435,98.435,98.435,98.435
1640646000,98.46,98.46,98.46,98.46
1640732400,98.365,98.365,98.365,98.365
1640818800,98.375,98.375,98.375,98.375
1640905200,98.39,98.39,98.39,98.39
1641164400,98.22,98.22,98.22,98.22
1641250800,98.17,98.17,98.17,98.17
1641337200,98.14,98.14,98.14,98.14
1641423600,98.115,98.115,98.115,98.115
1641510000,98.05,98.09,98.05,98.09
1641769200,98.085,98.085,98.085,98.085
1641855600,98.135,98.135,98.135,98.135
1641942000,98.18,98.18,98.18,98.18
1642028400,98.21,98.21,98.21,98.21
1642114800,98.13,98.13,98.13,98.13
1642374000,98.025,98.025,98.025,98.025
1642546800,98.045,98.08,98.045,98.08
1642633200,98.095,98.095,98.095,98.095
1642719600,98.14,98.165,98.135,98.165
1642978800,98.185,98.185,98.185,98.185
1643065200,98.13,98.135,98.12,98.12
