time,open,high,low,close
1636671600,98.505,98.54,98.49,98.495
1636930800,98.525,98.535,98.465,98.465
1637017200,98.46,98.47,98.43,98.435
1637103600,98.425,98.48,98.425,98.465
1637190000,98.5,98.51,98.45,98.5
1637276400,98.495,98.59,98.485,98.515
1637535600,98.46,98.46,98.38,98.385
1637622000,98.38,98.38,98.33,98.365
1637708400,98.4,98.4,98.325,98.355
1637794800,98.345,98.565,98.345,98.53
1638140400,98.485,98.56,98.465,98.52
1638226800,98.59,98.635,98.515,98.585
1638313200,98.535,98.64,98.49,98.605
1638399600,98.59,98.62,98.55,98.57
1638486000,98.595,98.685,98.55,98.665
1638745200,98.615,98.62,98.53,98.54
1638831600,98.55,98.55,98.48,98.485
1638918000,98.505,98.505,98.445,98.47
1639004400,98.47,98.51,98.47,98.49
1639090800,98.465,98.52,98.445,98.495
1639350000,98.495,98.565,98.465,98.54
1639436400,98.545,98.55,98.5,98.525
1639522800,98.52,98.545,98.475,98.525
1639609200,98.535,98.65,98.51,98.635
1639695600,98.635,98.67,98.615,98.63
1639954800,98.69,98.7,98.62,98.63
1640041200,98.625,98.635,98.555,98.56
1640127600,98.585,98.585,98.55,98.575
1640214000,98.57,98.57,98.545,98.56
1640559600,98.55,98.56,98.54,98.55
1640646000,98.54,98.575,98.54,98.57
1640732400,98.585,98.585,98.5,98.525
1640818800,98.525,98.55,98.505,98.54
1640905200,98.535,98.56,98.525,98.55
1641164400,98.49,98.5,98.42,98.425
1641250800,98.43,98.44,98.385,98.4
1641337200,98.415,98.425,98.345,98.35
1641423600,98.33,98.335,98.295,98.305
1641510000,98.305,98.305,98.225,98.245
1641769200,98.19,98.225,98.175,98.195
1641855600,98.21,98.27,98.175,98.265
1641942000,98.26,98.305,98.24,98.3
1642028400,98.265,98.345,98.26,98.33
1642114800,98.31,98.345,98.215,98.24
1642374000,98.21,98.21,98.11,98.13
1642546800,98.105,98.185,98.075,98.185
1642633200,98.14,98.215,98.14,98.185
1642719600,98.23,98.29,98.215,98.26
1642978800,98.215,98.33,98.215,98.32
1643065200,98.275,98.315,98.25,98.265
1643151600,98.26,98.275,98.145,98.18
1643238000,98.155,98.24,98.15,98.21
1643324400,98.21,98.27,98.16,98.26
1643583600,98.25,98.305,98.24,98.285
1643670000,98.29,98.335,98.255,98.29
1643756400,98.275,98.33,98.27,98.31
1643842800,98.315,98.325,98.22,98.245
1643929200,98.24,98.24,98.105,98.105
1644188400,98.09,98.14,98.09,98.13
1644274800,98.115,98.115,98.06,98.075
1644361200,98.07,98.115,98.055,98.08
1644447600,98.065,98.09,97.97,97.995
1644534000,98.015,98.18,97.975,98.145
1644793200,98.12,98.185,98.035,98.07
1644879600,98.07,98.095,98.02,98.055
1644966000,98.05,98.1,98.045,98.06
1645052400,98.07,98.145,98.065,98.135
1645138800,98.16,98.19,98.115,98.17
