time,open,high,low,close
1638831600,98.5,98.5,98.5,98.5
1638918000,98.495,98.495,98.48,98.48
1639004400,98.52,98.52,98.52,98.52
1639090800,98.5,98.515,98.485,98.485
1639350000,98.545,98.545,98.545,98.545
1639436400,98.525,98.525,98.525,98.525
1639522800,98.52,98.52,98.52,98.52
1639609200,98.58,98.595,98.58,98.595
1639695600,98.585,98.65,98.585,98.63
1639954800,98.595,98.595,98.595,98.595
1640041200,98.5,98.505,98.49,98.5
1640127600,98.51,98.515,98.51,98.51
1640214000,98.51,98.515,98.485,98.485
1640559600,98.505,98.505,98.505,98.505
1640646000,98.52,98.525,98.505,98.515
1640732400,98.465,98.465,98.415,98.43
1640818800,98.425,98.445,98.425,98.445
1640905200,98.45,98.475,98.45,98.465
1641164400,98.425,98.425,98.3,98.3
1641250800,98.25,98.275,98.235,98.26
1641337200,98.285,98.285,98.225,98.23
1641423600,98.19,98.2,98.175,98.195
1641510000,98.18,98.18,98.115,98.15
1641769200,98.13,98.15,98.11,98.135
1641855600,98.155,98.185,98.145,98.185
1641942000,98.185,98.23,98.185,98.23
1642028400,98.215,98.275,98.2,98.265
1642114800,98.25,98.25,98.17,98.19
1642374000,98.165,98.165,98.06,98.075
1642546800,98.07,98.13,98.06,98.13
1642633200,98.1,98.165,98.1,98.145
1642719600,98.185,98.23,98.185,98.215
1642978800,98.215,98.26,98.195,98.24
1643065200,98.215,98.225,98.175,98.175
1643151600,98.175,98.185,98.085,98.095
1643238000,98.125,98.215,98.12,98.195
1643324400,98.17,98.245,98.15,98.24
1643583600,98.23,98.25,98.205,98.225
1643670000,98.26,98.28,98.21,98.225
1643756400,98.225,98.26,98.205,98.26
1643842800,98.255,98.26,98.18,98.19
1643929200,98.16,98.2,98.065,98.07
1644188400,98.1,98.105,98.075,98.095
1644274800,98.085,98.085,98.04,98.05
1644361200,98.065,98.11,98.065,98.095
1644447600,98.075,98.1,98.02,98.02
1644534000,98.06,98.155,98.02,98.13
1644793200,98.105,98.17,98.06,98.08
1644879600,98.02,98.03,97.985,98.01
1644966000,98.015,98.045,97.99,98
1645052400,98.045,98.095,98.04,98.09
1645138800,98.1,98.15,98.055,98.14
1645398000,98.165,98.23,98.125,98.14
1645570800,98.1,98.12,98.07,98.105
1645657200,98.13,98.23,98.1,98.1
1645743600,98.125,98.14,98.07,98.095
1646002800,98.165,98.25,98.155,98.24
1646089200,98.23,98.42,98.2,98.4
1646175600,98.345,98.39,98.17,98.22
1646262000,98.235,98.28,98.2,98.28
1646348400,98.43,98.46,98.315,98.435
1646607600,98.475,98.485,98.355,98.415
1646694000,98.405,98.405,98.28,98.3
1646780400,98.315,98.32,98.195,98.205
1646866800,98.21,98.25,98.125,98.135
1646953200,98.145,98.17,98.115,98.125
1647208800,98.095,98.095,97.97,97.975
1647295200,97.98,98.04,97.94,97.95
1647381600,97.965,97.965,97.845,97.915
1647468000,97.91,98.005,97.91,97.96
1647554400,97.99,98.05,97.98,98.03
1647813600,97.995,98.005,97.875,97.875
1647900000,97.86,97.86,97.8,97.815
1647986400,97.815,97.895,97.78,97.865
1648072800,97.87,97.87,97.785,97.83
1648159200,97.785,97.81,97.625,97.625
1648418400,97.61,97.725,97.57,97.675
1648504800,97.695,97.81,97.61,97.8
1648591200,97.82,97.89,97.76,97.875
1648677600,97.905,97.955,97.875,97.94
1648764000,97.88,97.91,97.815,97.9
1649023200,97.87,97.905,97.85,97.88
1649109600,97.895,97.9,97.645,97.655
1649196000,97.625,97.625,97.515,97.595
1649282400,97.605,97.655,97.515,97.535
1649368800,97.54,97.54,97.44,97.455
1649628000,97.44,97.45,97.33,97.335
1649714400,97.315,97.455,97.28,97.41
1649800800,97.4,97.505,97.34,97.44
1649887200,97.42,97.495,97.28,97.31
1650232800,97.27,97.31,97.245,97.255
1650319200,97.26,97.275,97.145,97.19
1650405600,97.12,97.295,97.12,97.285
1650492000,97.24,97.295,97.17,97.195
1650578400,97.195,97.295,97.145,97.275
1650837600,97.26,97.425,97.26,97.36
1650924000,97.36,97.435,97.31,97.365
