time,open,high,low,close
1638140400,98.35,98.35,98.35,98.35
1638226800,98.44,98.46,98.44,98.46
1638313200,98.53,98.53,98.53,98.53
1638399600,98.52,98.52,98.52,98.52
1638486000,98.655,98.655,98.655,98.655
1638745200,98.51,98.51,98.51,98.51
1638831600,98.465,98.465,98.465,98.465
1638918000,98.445,98.445,98.445,98.445
1639004400,98.485,98.485,98.485,98.485
1639090800,98.455,98.455,98.455,98.455
1639350000,98.515,98.515,98.515,98.515
1639436400,98.5,98.5,98.5,98.5
1639522800,98.495,98.495,98.495,98.495
1639609200,98.565,98.565,98.565,98.565
1639695600,98.59,98.6,98.59,98.6
1639954800,98.595,98.595,98.555,98.555
1640041200,98.46,98.46,98.46,98.46
1640127600,98.48,98.48,98.48,98.48
1640214000,98.455,98.455,98.455,98.455
1640559600,98.48,98.48,98.48,98.48
1640646000,98.49,98.49,98.49,98.49
1640732400,98.405,98.405,98.405,98.405
1640818800,98.4,98.41,98.4,98.41
1640905200,98.42,98.43,98.42,98.43
1641164400,98.265,98.265,98.265,98.265
1641250800,98.22,98.22,98.22,98.22
1641337200,98.19,98.19,98.19,98.19
1641423600,98.155,98.155,98.155,98.155
1641510000,98.08,98.12,98.08,98.12
1641769200,98.11,98.11,98.11,98.11
1641855600,98.16,98.16,98.16,98.16
1641942000,98.17,98.205,98.17,98.205
1642028400,98.24,98.24,98.24,98.24
1642114800,98.165,98.165,98.165,98.165
1642374000,98.06,98.06,98.06,98.06
1642546800,98.06,98.11,98.06,98.11
1642633200,98.125,98.125,98.125,98.125
1642719600,98.165,98.215,98.165,98.195
1642978800,98.215,98.215,98.215,98.215
1643065200,98.16,98.16,98.15,98.15
1643151600,98.08,98.08,98.08,98.08
1643238000,98.18,98.18,98.18,98.18
1643324400,98.22,98.22,98.22,98.22
1643583600,98.23,98.23,98.21,98.21
1643670000,98.21,98.21,98.21,98.21
1643756400,98.245,98.245,98.245,98.245
1643842800,98.175,98.175,98.175,98.175
1643929200,98.07,98.07,98.07,98.07
1644188400,98.065,98.085,98.065,98.085
1644274800,98.045,98.045,98.045,98.045
1644361200,98.09,98.09,98.09,98.09
1644447600,98.08,98.08,98.02,98.02
1644534000,98.075,98.13,98.065,98.13
1644793200,98.1,98.1,98.08,98.08
1644879600,98,98,98,98
1644966000,97.99,97.99,97.99,97.99
1645052400,98.085,98.095,98.08,98.08
1645138800,98.13,98.13,98.13,98.13
1645398000,98.165,98.165,98.135,98.135
1645570800,98.095,98.095,98.095,98.095
1645657200,98.08,98.08,98.08,98.08
1645743600,98.1,98.1,98.075,98.075
1646002800,98.18,98.22,98.18,98.22
1646089200,98.23,98.355,98.23,98.355
1646175600,98.3,98.325,98.195,98.195
1646262000,98.18,98.25,98.18,98.245
1646348400,98.305,98.4,98.305,98.395
1646607600,98.39,98.39,98.39,98.39
1646694000,98.35,98.355,98.275,98.275
1646780400,98.235,98.235,98.185,98.185
1646866800,98.205,98.205,98.11,98.11
1646953200,98.1,98.11,98.095,98.1
1647208800,98.045,98.045,97.935,97.94
1647295200,97.95,98.01,97.915,97.92
1647381600,97.87,97.895,97.85,97.895
