time,open,high,low,close
1636326000,98.655,98.655,98.605,98.605
1636412400,98.62,98.685,98.62,98.675
1636498800,98.63,98.63,98.51,98.515
1636585200,98.505,98.52,98.48,98.48
1636671600,98.51,98.53,98.485,98.485
1636930800,98.51,98.525,98.455,98.455
1637017200,98.46,98.46,98.42,98.42
1637103600,98.435,98.465,98.41,98.45
1637190000,98.445,98.495,98.43,98.485
1637276400,98.56,98.56,98.475,98.51
1637535600,98.495,98.495,98.38,98.385
1637622000,98.38,98.395,98.335,98.36
1637708400,98.35,98.365,98.325,98.355
1637794800,98.345,98.535,98.345,98.53
1638140400,98.485,98.545,98.455,98.515
1638226800,98.62,98.63,98.535,98.585
1638313200,98.525,98.63,98.525,98.61
1638399600,98.6,98.625,98.58,98.58
1638486000,98.585,98.695,98.565,98.685
1638745200,98.63,98.635,98.545,98.555
1638831600,98.545,98.545,98.5,98.5
1638918000,98.525,98.525,98.46,98.485
1639004400,98.46,98.53,98.46,98.51
1639090800,98.465,98.535,98.465,98.505
1639350000,98.505,98.575,98.505,98.555
1639436400,98.54,98.545,98.53,98.54
1639522800,98.55,98.55,98.505,98.54
1639609200,98.545,98.64,98.545,98.64
1639695600,98.64,98.675,98.63,98.645
1639954800,98.695,98.71,98.635,98.64
1640041200,98.635,98.64,98.565,98.565
1640127600,98.58,98.585,98.55,98.58
1640214000,98.58,98.58,98.555,98.565
1640559600,98.55,98.57,98.55,98.56
1640646000,98.57,98.58,98.565,98.575
1640732400,98.56,98.56,98.505,98.53
1640818800,98.525,98.545,98.505,98.54
1640905200,98.535,98.565,98.525,98.55
1641164400,98.5,98.51,98.42,98.425
1641250800,98.43,98.445,98.375,98.395
1641337200,98.415,98.415,98.345,98.35
1641423600,98.355,98.355,98.29,98.305
1641510000,98.3,98.3,98.22,98.245
1641769200,98.195,98.23,98.175,98.2
1641855600,98.215,98.275,98.185,98.265
1641942000,98.27,98.31,98.245,98.305
1642028400,98.285,98.345,98.265,98.335
1642114800,98.31,98.35,98.215,98.245
1642374000,98.195,98.195,98.11,98.13
1642546800,98.1,98.185,98.075,98.185
1642633200,98.155,98.225,98.155,98.19
1642719600,98.24,98.295,98.225,98.265
1642978800,98.235,98.325,98.235,98.315
1643065200,98.29,98.31,98.25,98.26
1643151600,98.26,98.27,98.15,98.175
1643238000,98.16,98.245,98.16,98.22
1643324400,98.21,98.28,98.175,98.27
1643583600,98.265,98.305,98.255,98.285
1643670000,98.29,98.33,98.26,98.29
1643756400,98.28,98.335,98.275,98.315
1643842800,98.32,98.33,98.225,98.25
1643929200,98.225,98.245,98.11,98.11
1644188400,98.105,98.145,98.105,98.135
1644274800,98.115,98.115,98.065,98.08
1644361200,98.07,98.12,98.065,98.09
1644447600,98.08,98.1,97.99,98.01
1644534000,98.025,98.19,97.995,98.16
1644793200,98.145,98.205,98.065,98.095
1644879600,98.105,98.105,98.04,98.075
1644966000,98.075,98.115,98.06,98.075
1645052400,98.065,98.16,98.065,98.15
1645138800,98.175,98.205,98.13,98.185
1645398000,98.22,98.27,98.145,98.175
1645570800,98.165,98.17,98.105,98.135
1645657200,98.135,98.275,98.135,98.145
1645743600,98.15,98.17,98.08,98.115
1646002800,98.15,98.29,98.15,98.275
1646089200,98.255,98.51,98.24,98.5
1646175600,98.46,98.505,98.255,98.29
1646262000,98.31,98.335,98.255,98.33
1646348400,98.32,98.505,98.32,98.475
1646607600,98.54,98.55,98.385,98.415
1646694000,98.41,98.41,98.275,98.295
1646780400,98.31,98.335,98.195,98.2
1646866800,98.215,98.25,98.11,98.125
1646953200,98.135,98.165,98.08,98.09
1647208800,98.105,98.105,97.93,97.945
1647295200,97.94,98.01,97.9,97.915
1647381600,97.93,97.94,97.785,97.845
1647468000,97.835,97.94,97.82,97.9
1647554400,97.94,97.965,97.905,97.935
1647813600,97.92,97.92,97.74,97.75
1647900000,97.755,97.76,97.67,97.695
1647986400,97.695,97.78,97.645,97.75
1648072800,97.765,97.77,97.665,97.715
1648159200,97.67,97.69,97.46,97.465
1648418400,97.48,97.535,97.37,97.48
1648504800,97.47,97.575,97.365,97.565
1648591200,97.545,97.635,97.515,97.6
1648677600,97.62,97.675,97.59,97.655
1648764000,97.565,97.58,97.465,97.505
1649023200,97.475,97.535,97.455,97.52
1649109600,97.53,97.55,97.35,97.375
1649196000,97.365,97.42,97.265,97.375
1649282400,97.395,97.45,97.36,97.39
1649368800,97.375,97.405,97.27,97.3
1649628000,97.29,97.3,97.215,97.26
1649714400,97.265,97.425,97.195,97.4
1649800800,97.395,97.515,97.315,97.43
1649887200,97.43,97.5,97.26,97.3
1650232800,97.295,97.325,97.21,97.275
1650319200,97.275,97.3,97.105,97.155
1650405600,97.105,97.21,97.075,97.2
1650492000,97.175,97.195,97.045,97.085
1650578400,97.07,97.175,97.005,97.16
1650837600,97.14,97.345,97.14,97.225
1650924000,97.22,97.335,97.16,97.28
1651010400,97.34,97.345,97.22,97.26
1651096800,97.245,97.28,97.12,97.165
1651183200,97.205,97.21,97.09,97.16
1651442400,97.11,97.14,97.02,97.045
1651528800,97.04,97.13,97,97.08
1651615200,97.055,97.185,97.02,97.17
1651701600,97.165,97.185,97.015,97.06
1651788000,97.075,97.095,96.99,97.035
1652047200,97.005,97.18,96.975,97.125
1652133600,97.175,97.26,97.125,97.19
1652220000,97.21,97.28,97.1,97.255
1652306400,97.225,97.38,97.225,97.355
1652392800,97.305,97.315,97.215,97.255
1652652000,97.265,97.375,97.24,97.375
1652738400,97.37,97.38,97.2,97.23
1652824800,97.205,97.32,97.165,97.29
1652911200,97.29,97.425,97.245,97.345
1652997600,97.36,97.43,97.32,97.42
1653256800,97.405,97.415,97.325,97.34
1653343200,97.355,97.505,97.335,97.465
1653429600,97.46,97.525,97.45,97.5
1653516000,97.49,97.545,97.435,97.48
1653602400,97.485,97.495,97.45,97.455
1653861600,97.47,97.475,97.34,97.4
1654034400,97.39,97.39,97.245,97.27
1654120800,97.31,97.32,97.255,97.31
1654207200,97.295,97.305,97.23,97.255
1654466400,97.26,97.275,97.135,97.145
1654552800,97.145,97.23,97.115,97.2
1654639200,97.185,97.19,97.14,97.165
1654725600,97.15,97.18,97.095,97.13
1654812000,97.14,97.16,96.955,96.97
1655071200,96.965,96.965,96.665,96.755
1655157600,96.79,96.965,96.655,96.68
1655244000,96.7,96.935,96.695,96.825
1655330400,96.93,97.045,96.725,96.93
1655416800,97.015,97.055,96.87,96.97
1655676000,96.93,96.995,96.895,96.955
1655848800,96.96,97.16,96.96,97.14
1655935200,97.125,97.345,97.12,97.255
1656021600,97.245,97.32,97.16,97.185
1656280800,97.165,97.185,97.07,97.1
1656367200,97.09,97.135,97.03,97.09
1656453600,97.11,97.26,97.105,97.25
1656540000,97.245,97.44,97.23,97.44
1656626400,97.405,97.705,97.395,97.585
1656885600,97.615,97.715,97.505,97.665
1657058400,97.66,97.76,97.465,97.5
1657144800,97.475,97.515,97.38,97.41
1657231200,97.405,97.455,97.275,97.315
1657490400,97.315,97.45,97.305,97.415
1657576800,97.42,97.515,97.42,97.46
1657663200,97.465,97.555,97.325,97.515
1657749600,97.525,97.535,97.375,97.47
1657836000,97.45,97.54,97.41,97.455
1658095200,97.46,97.495,97.355,97.42
1658181600,97.385,97.42,97.32,97.34
1658268000,97.335,97.44,97.305,97.315
1658354400,97.33,97.55,97.275,97.51
1658440800,97.54,97.725,97.495,97.66
1658700000,97.68,97.68,97.615,97.64
1658786400,97.66,97.76,97.605,97.635
1658872800,97.62,97.725,97.595,97.725
1658959200,97.66,97.865,97.61,97.8
1659045600,97.81,97.865,97.735,97.83
1659304800,97.845,97.9,97.8,97.865
1659391200,97.88,97.95,97.605,97.615
1659477600,97.615,97.685,97.485,97.595
1659564000,97.63,97.75,97.6,97.72
1659650400,97.7,97.72,97.485,97.515
1659909600,97.505,97.625,97.5,97.615
1659996000,97.62,97.62,97.505,97.52
1660082400,97.53,97.71,97.5,97.585
1660168800,97.59,97.675,97.5,97.52
1660255200,97.515,97.57,97.49,97.52
1660514400,97.53,97.63,97.505,97.605
1660600800,97.625,97.635,97.515,97.535
1660687200,97.525,97.535,97.355,97.405
1660773600,97.4,97.48,97.355,97.415
1660860000,97.42,97.425,97.295,97.315
1661119200,97.33,97.375,97.225,97.235
1661205600,97.23,97.325,97.2,97.225
1661292000,97.245,97.275,97.14,97.175
1661378400,97.175,97.23,97.15,97.215
1661464800,97.21,97.215,97.11,97.165
1661724000,97.115,97.125,97.03,97.09
1661810400,97.11,97.16,97.045,97.085
1661896800,97.085,97.125,97.035,97.105
1661983200,97.04,97.085,96.94,96.985
1662069600,96.99,97.15,96.975,97.085
1662328800,97.095,97.115,96.92,96.955
1662501600,96.945,97.07,96.93,97.06
1662588000,97.055,97.15,96.995,97.035
1662674400,97.005,97.09,96.98,96.985
1662933600,96.985,97.06,96.95,96.975
1663020000,96.975,97.055,96.835,96.865
1663106400,96.865,96.9,96.8,96.855
1663192800,96.84,96.85,96.735,96.77
1663279200,96.78,96.85,96.735,96.83
