time,open,high,low,close
1636585200,98.5,98.51,98.47,98.47
1636671600,98.505,98.505,98.475,98.475
1636930800,98.515,98.515,98.445,98.445
1637017200,98.445,98.45,98.41,98.41
1637103600,98.4,98.45,98.4,98.435
1637190000,98.465,98.47,98.415,98.47
1637276400,98.535,98.545,98.505,98.51
1637535600,98.495,98.495,98.375,98.385
1637622000,98.365,98.37,98.335,98.355
1637708400,98.385,98.39,98.32,98.36
1637794800,98.355,98.54,98.35,98.53
1638140400,98.49,98.545,98.455,98.51
1638226800,98.53,98.625,98.53,98.585
1638313200,98.545,98.63,98.535,98.62
1638399600,98.605,98.61,98.57,98.59
1638486000,98.615,98.7,98.57,98.7
1638745200,98.645,98.65,98.56,98.57
1638831600,98.555,98.555,98.515,98.515
1638918000,98.54,98.54,98.48,98.5
1639004400,98.505,98.545,98.505,98.525
1639090800,98.495,98.545,98.495,98.515
1639350000,98.525,98.59,98.52,98.565
1639436400,98.55,98.555,98.535,98.55
1639522800,98.545,98.56,98.475,98.55
1639609200,98.555,98.645,98.555,98.645
1639695600,98.645,98.68,98.64,98.655
1639954800,98.71,98.715,98.64,98.645
1640041200,98.64,98.645,98.565,98.565
1640127600,98.55,98.58,98.55,98.58
1640214000,98.575,98.575,98.555,98.565
1640559600,98.55,98.575,98.55,98.565
1640646000,98.555,98.585,98.555,98.575
1640732400,98.57,98.57,98.505,98.525
1640818800,98.54,98.545,98.505,98.535
1640905200,98.54,98.56,98.525,98.55
1641164400,98.505,98.51,98.41,98.42
1641250800,98.39,98.405,98.36,98.385
1641337200,98.405,98.405,98.335,98.34
1641423600,98.3,98.315,98.28,98.3
1641510000,98.295,98.3,98.215,98.24
1641769200,98.2,98.23,98.18,98.2
1641855600,98.215,98.265,98.19,98.265
1641942000,98.27,98.305,98.245,98.305
1642028400,98.28,98.345,98.26,98.335
1642114800,98.31,98.345,98.215,98.245
1642374000,98.195,98.195,98.11,98.13
1642546800,98.105,98.185,98.08,98.185
1642633200,98.135,98.21,98.135,98.19
