time,open,high,low,close
1636585200,98.565,98.57,98.52,98.52
1636671600,98.55,98.575,98.52,98.52
1636930800,98.56,98.565,98.49,98.495
1637017200,98.51,98.51,98.46,98.47
1637103600,98.455,98.52,98.45,98.5
1637190000,98.54,98.55,98.49,98.535
1637276400,98.525,98.625,98.505,98.545
1637535600,98.505,98.53,98.4,98.41
1637622000,98.405,98.415,98.355,98.39
1637708400,98.43,98.43,98.335,98.375
1637794800,98.365,98.6,98.355,98.55
1638140400,98.485,98.595,98.485,98.55
1638226800,98.585,98.67,98.53,98.605
1638313200,98.57,98.65,98.505,98.62
1638399600,98.625,98.63,98.555,98.575
1638486000,98.595,98.69,98.535,98.67
1638745200,98.62,98.63,98.55,98.56
1638831600,98.565,98.565,98.5,98.505
1638918000,98.52,98.545,98.46,98.49
1639004400,98.485,98.53,98.485,98.51
1639090800,98.495,98.545,98.455,98.515
1639350000,98.485,98.59,98.485,98.565
1639436400,98.565,98.565,98.525,98.55
1639522800,98.55,98.57,98.49,98.55
1639609200,98.535,98.68,98.535,98.665
1639695600,98.665,98.695,98.635,98.655
1639954800,98.7,98.725,98.65,98.66
1640041200,98.655,98.655,98.58,98.59
1640127600,98.605,98.61,98.56,98.6
1640214000,98.595,98.595,98.57,98.585
1640559600,98.575,98.585,98.555,98.575
1640646000,98.575,98.595,98.56,98.59
1640732400,98.605,98.61,98.535,98.555
1640818800,98.55,98.58,98.54,98.57
1640905200,98.58,98.59,98.555,98.585
1641164400,98.535,98.535,98.455,98.46
1641250800,98.46,98.475,98.425,98.445
1641337200,98.46,98.46,98.38,98.385
1641423600,98.37,98.375,98.33,98.335
1641510000,98.34,98.34,98.255,98.275
1641769200,98.22,98.255,98.205,98.225
1641855600,98.24,98.295,98.2,98.29
1641942000,98.29,98.33,98.26,98.32
1642028400,98.3,98.365,98.285,98.355
1642114800,98.335,98.37,98.235,98.26
1642374000,98.205,98.22,98.14,98.16
1642546800,98.135,98.21,98.1,98.21
1642633200,98.165,98.24,98.16,98.205
1642719600,98.275,98.31,98.235,98.285
1642978800,98.235,98.36,98.235,98.35
1643065200,98.315,98.345,98.275,98.3
1643151600,98.295,98.31,98.17,98.21
1643238000,98.18,98.25,98.175,98.225
1643324400,98.22,98.28,98.17,98.27
1643583600,98.245,98.315,98.245,98.295
1643670000,98.295,98.345,98.26,98.3
1643756400,98.29,98.34,98.28,98.32
1643842800,98.325,98.335,98.23,98.255
1643929200,98.25,98.255,98.115,98.12
1644188400,98.11,98.15,98.11,98.14
1644274800,98.13,98.13,98.07,98.085
1644361200,98.085,98.125,98.06,98.09
1644447600,98.075,98.095,97.955,97.985
1644534000,98,98.155,97.955,98.12
1644793200,98.11,98.155,98.01,98.045
1644879600,98.045,98.07,97.995,98.035
1644966000,98.03,98.08,98.025,98.05
1645052400,98.045,98.135,98.045,98.125
1645138800,98.145,98.18,98.105,98.155
1645398000,98.19,98.23,98.105,98.14
1645570800,98.125,98.135,98.065,98.1
1645657200,98.095,98.235,98.09,98.105
1645743600,98.09,98.125,98.035,98.075
1646002800,98.16,98.26,98.145,98.25
1646089200,98.225,98.5,98.21,98.485
1646175600,98.44,98.5,98.24,98.27
1646262000,98.305,98.31,98.23,98.295
1646348400,98.28,98.47,98.28,98.44
1646607600,98.505,98.525,98.35,98.37
1646694000,98.37,98.37,98.225,98.25
1646780400,98.275,98.295,98.155,98.155
1646866800,98.165,98.21,98.075,98.09
1646953200,98.105,98.135,98.045,98.055
1647208800,98.07,98.07,97.885,97.905
1647295200,97.895,97.97,97.86,97.875
1647381600,97.88,97.9,97.72,97.78
1647468000,97.76,97.86,97.74,97.81
1647554400,97.84,97.88,97.8,97.83
1647813600,97.8,97.815,97.62,97.63
1647900000,97.64,97.645,97.56,97.585
1647986400,97.59,97.675,97.54,97.655
1648072800,97.665,97.67,97.565,97.625
1648159200,97.585,97.605,97.365,97.38
1648418400,97.415,97.425,97.27,97.36
1648504800,97.355,97.43,97.23,97.415
1648591200,97.385,97.465,97.36,97.445
1648677600,97.435,97.52,97.425,97.495
1648764000,97.415,97.415,97.285,97.325
1649023200,97.31,97.365,97.275,97.345
1649109600,97.36,97.38,97.2,97.235
1649196000,97.235,97.295,97.125,97.24
1649282400,97.275,97.33,97.24,97.28
1649368800,97.27,97.295,97.165,97.18
1649628000,97.16,97.18,97.1,97.17
1649714400,97.17,97.36,97.1,97.34
1649800800,97.315,97.465,97.26,97.38
1649887200,97.385,97.45,97.21,97.25
1650232800,97.24,97.275,97.16,97.225
1650319200,97.23,97.25,97.04,97.095
